id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42882,New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64524,-74.08088000000001,Private room,70,2,166,13/06/19,1.66,1,312
62452,A SpeciaL!! Private Room in NY,303939,Lissette,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,36,2,193,25/06/19,1.85,6,360
62461,B NYC Staten Alternative...,303939,Lissette,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,37,2,147,10/06/19,1.44,6,0
62787,C Private Room By The Ferry,303939,Lissette,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,37,2,177,02/07/19,1.71,6,320
63320,D Private Che@p Room 2 Explore NYC,303939,Lissette,Staten Island,Tompkinsville,40.634809999999995,-74.08519,Private room,36,2,333,02/07/19,3.19,6,340
214917,New Clean Spacious Bed & Breakfast,1109658,Carmel,Staten Island,Emerson Hill,40.60742,-74.14388000000001,Private room,80,2,2,08/02/18,0.05,1,158
225976,Sunny cozy multileveled apartment!,1177947,Marina,Staten Island,Shore Acres,40.61077,-74.06824,Entire home/apt,75,6,76,13/06/19,0.8,1,278
258838,"Oceanview,close to Manhattan",1360198,Marina,Staten Island,Arrochar,40.59251,-74.06479,Entire home/apt,250,2,21,22/05/19,0.26,4,333
258876,"Affordable rooms,all transportation",1360198,Marina,Staten Island,Arrochar,40.59101,-74.06685,Private room,50,7,0,,,4,189
259946,"Budget stay, near transportation",1360198,Marina,Staten Island,Arrochar,40.592620000000004,-74.06659,Entire home/apt,125,2,8,19/05/19,0.09,4,353
310272,"Private Room in Artist's Home, Stapleton, SI",1390555,Jonathan,Staten Island,Clifton,40.62318,-74.07848,Private room,59,1,50,03/06/19,0.56,1,352
375249,Enjoy Staten Island Hospitality,1887999,Rimma & Jim,Staten Island,Graniteville,40.62109,-74.16534,Private room,20,3,80,26/05/19,0.92,1,226
386555,A PLACE TO STAY CLOSE TO MANHATTAN,773928,Nen,Staten Island,Stapleton,40.62766,-74.07988,Private room,110,2,6,01/01/19,0.19,1,363
503460,Spacious Apartment w extra room,2483236,Caitlin,Staten Island,New Springville,40.59274,-74.16178000000001,Private room,68,2,11,22/10/18,0.24,1,88
639199,"Beautiful 4BR/4BA Home, Staten Island, NY City.",1483081,Marina,Staten Island,Tottenville,40.50868,-74.23986,Entire home/apt,299,3,59,08/07/19,0.82,1,245
644575,Enjoy and discover New York Citi,15523,Vadim,Staten Island,Tompkinsville,40.63358,-74.0833,Private room,71,2,23,07/10/18,0.33,2,352
681805,NEAR THE CITY THAT NEVER SLEEPS!,3375455,Maria,Staten Island,Mariners Harbor,40.62879,-74.16062,Private room,54,2,48,11/06/19,0.59,1,232
705749,Room Available Close to Manhattan-A,3625735,Marianne,Staten Island,Concord,40.60183,-74.08953000000001,Private room,75,30,59,30/03/19,0.72,2,354
712136,Room Available-Close to Manhattan-B,3625735,Marianne,Staten Island,Concord,40.602129999999995,-74.0893,Private room,75,30,36,29/08/17,0.44,2,362
738588,"Wedding guests accommodations, 3-7 bedrooms",1360198,Marina,Staten Island,Arrochar,40.59193,-74.06475999999999,Entire home/apt,625,4,1,01/11/15,0.02,4,335
826307,"Near Manhatten, NEW Empire Outlets, park!",4192794,Anna,Staten Island,Tompkinsville,40.63132,-74.08799,Private room,47,1,20,06/11/16,0.26,1,323
1059531,Staten Island 1st floor Apartment,7875272,Mary,Staten Island,Port Richmond,40.629220000000004,-74.13354,Entire home/apt,221,30,0,,,3,0
1096326,"Private studio in staten island 

",6024006,Johnny,Staten Island,St. George,40.64699,-74.08151,Entire home/apt,190,2,0,,,1,365
1598033,Staten Island Apartment - 2nd floor,7875272,Mary,Staten Island,Port Richmond,40.62947,-74.13378,Entire home/apt,250,30,1,07/10/15,0.02,3,0
1665498,"3rd FL, Private Suite w Own Bath & Study Area",8821936,Lynn,Staten Island,Shore Acres,40.61135,-74.06356,Entire home/apt,75,3,19,30/05/19,0.28,1,258
1798271,Spacious center hall colonial,9430973,Donna,Staten Island,Woodrow,40.53884,-74.19826,Entire home/apt,700,7,0,,,1,0
2611458,close to Manhattan country setting,13373889,Aaron,Staten Island,Concord,40.60375,-74.08065,Private room,129,1,40,14/10/18,0.85,2,86
2794725,LOOK! Attached single family,14295613,Skylar,Staten Island,Clifton,40.62578,-74.07356,Entire home/apt,75,1,1,19/04/14,0.02,1,0
2889387,New York City near Staten Is. Ferry,2269517,Rob&Elle,Staten Island,St. George,40.6427,-74.08001,Private room,95,2,234,30/06/19,3.74,1,264
3037740,Beautiful turn-of-the-century home,339586,Oswaldo,Staten Island,St. George,40.64444,-74.08301999999999,Entire home/apt,175,3,22,20/06/19,0.4,1,39
3153140,Four-Bedroom Victorian Near Ferry,13530123,Lynn,Staten Island,St. George,40.64553,-74.08323,Entire home/apt,195,3,105,14/06/19,1.73,1,204
3465651,"“No Place Like Home”
1st Floor Suburban Apt.",4060346,"Lisa, Nancy & John",Staten Island,Eltingville,40.54268,-74.16254,Private room,56,1,145,05/07/19,2.38,1,258
3743048,*WARM*Beautiful*Room*ST. GEORGE steps to ferry!,19143974,Meghan,Staten Island,St. George,40.644079999999995,-74.07834,Private room,58,3,93,06/05/19,2.1,1,279
3892700,Cozy 1BR-Country living in NYC!,46969,Aurelie,Staten Island,Clifton,40.6205,-74.07451,Entire home/apt,70,2,242,30/06/19,4.09,1,256
3967160,Firehouse Loft with Harbor Views,20555401,Susannah,Staten Island,Stapleton,40.63628,-74.07763,Entire home/apt,180,2,139,23/06/19,2.42,1,263
4033422,The Lighthouse Manor,20911928,Judith,Staten Island,Lighthouse Hill,40.57718,-74.13981,Entire home/apt,200,2,49,31/12/18,0.92,1,360
4206034,Clean and Huge Studio in Safe Area,18382740,Takao & Aiko,Staten Island,Tompkinsville,40.634809999999995,-74.09591,Entire home/apt,99,7,35,30/05/19,0.61,1,326
4623622,Victorian with Stunning Views of NYC Harbor,22506665,William,Staten Island,St. George,40.64571,-74.07835,Entire home/apt,1000,1,0,,,1,364
4974843,Charming private Studio,25641892,Tonia,Staten Island,West Brighton,40.631820000000005,-74.124,Entire home/apt,70,2,196,21/06/19,3.63,1,231
5110224,Room in artist apartment/ close to Ferry,26405093,Jeff,Staten Island,Stapleton,40.6375,-74.07654000000001,Private room,85,1,0,,,2,359
5225088,Glorious Mornings Townhouse,2265022,K. Zovia,Staten Island,Mariners Harbor,40.62726,-74.1588,Entire home/apt,150,5,16,17/05/19,0.33,1,299
5771366,Authentic New York Vintage Home,1211067,"Hans, Sandra & Son",Staten Island,Tompkinsville,40.62105,-74.08723,Private room,49,2,151,30/06/19,3.06,2,277
5891777,Cozy 1BD side apartment w/parking,18014128,Inessa,Staten Island,Great Kills,40.5517,-74.14636,Entire home/apt,65,5,62,21/05/19,1.22,1,336
5899598,1-BdRm Entire Apartment St. George,6319915,Jason,Staten Island,St. George,40.64567,-74.08368,Entire home/apt,60,4,118,20/06/19,2.54,2,17
6181131,"Share quiet, clean and spacious apt",32060911,Elvis,Staten Island,West Brighton,40.63438,-74.11518000000001,Private room,40,30,6,31/03/19,0.12,2,354
6330321,2-Bdrm Entire Apartment St. George,6319915,Jason,Staten Island,St. George,40.64524,-74.08326,Entire home/apt,89,4,129,30/06/19,2.57,2,25
6553257,Royal Oxford,34272645,Jean,Staten Island,Tompkinsville,40.634890000000006,-74.08592,Entire home/apt,105,3,69,16/06/19,1.49,1,343
6739145,Ranch style house with driveway,25368839,Florence,Staten Island,Dongan Hills,40.58115,-74.09182,Entire home/apt,155,3,63,22/06/19,1.29,1,0
6746003,Retro Style Living In New York City,1211067,"Hans, Sandra & Son",Staten Island,Tompkinsville,40.62154,-74.08700999999999,Private room,49,2,100,29/06/19,2.12,2,284
7144807,"Spacious, Clean , Close to Local Transportation",37360127,Mel,Staten Island,Castleton Corners,40.61363,-74.12151999999999,Private room,45,30,0,,,1,365
7856476,"Private floor with private half-bath, living area",24629261,Natalie,Staten Island,Randall Manor,40.63878,-74.10636,Private room,69,3,23,07/06/19,0.52,1,172
8253376,large house with inground pool/spa,43524236,Miran,Staten Island,Todt Hill,40.60926,-74.10092,Entire home/apt,429,2,4,06/11/15,0.09,1,0
8275676,LOVELY Clean&Safe 2 BR NYC Suburban,43637999,Martha,Staten Island,Great Kills,40.5455,-74.14829,Private room,99,1,82,30/06/19,1.78,1,325
8343222,"New Apartment, Close to Ferry",43977828,Mona And Wally,Staten Island,Silver Lake,40.62257,-74.09984,Entire home/apt,80,2,147,05/07/19,3.19,1,324
8387338,Private Room Available in 2BedApt,44195923,Dawn,Staten Island,Tompkinsville,40.63378,-74.08726,Private room,50,1,0,,,1,0
8589729,Magnolia House Saint George,45201692,Danforth,Staten Island,St. George,40.64779,-74.0846,Entire home/apt,144,1,105,30/06/19,2.3,1,258
8664611,Affordable Luxury Minutes to Manhattan,45519775,Ayman,Staten Island,Randall Manor,40.62859,-74.12272,Entire home/apt,75,2,131,02/07/19,2.85,1,310
8671663,Two bus stops to World Trade Center,45550171,Michael,Staten Island,Concord,40.605140000000006,-74.07366999999999,Entire home/apt,120,1,26,16/02/19,0.58,1,333
8842185,Staten Island NYC Marathon,46305818,Elizabeth,Staten Island,Shore Acres,40.60597,-74.06208000000001,Private room,300,1,0,,,1,0
9045427,Sunrise Condominium Apartment,47198995,Diana,Staten Island,Grymes Hill,40.61201,-74.09513000000001,Entire home/apt,200,1,1,01/11/15,0.02,1,0
9695052,Owl's Landing - The Twins,50068597,Alex,Staten Island,Stapleton,40.63573,-74.0772,Private room,48,2,112,02/07/19,2.6,3,316
9767864,Owl's Landing- The Loft,50068597,Alex,Staten Island,Tompkinsville,40.63661,-74.07868,Private room,40,2,157,01/07/19,3.67,3,324
9882254,Owl's Landing - Garden Room,50068597,Alex,Staten Island,Stapleton,40.63516,-74.07735,Private room,52,2,137,01/07/19,3.17,3,340
10253159,Newly renovated house 4 bedroom. Minutes from NYC,10721093,Jonathan,Staten Island,Castleton Corners,40.61042,-74.12276999999999,Entire home/apt,299,3,49,30/06/19,1.91,1,350
10413576,Quiet home free ferry to Manhattan,53627900,Mahmood,Staten Island,New Brighton,40.64465,-74.09272,Private room,50,1,149,01/07/19,3.7,1,276
10502523,Private Room For 1 w/ Separate Entrance Student / Intern / Traveler,43392243,Rita,Staten Island,Concord,40.600770000000004,-74.07788000000001,Private room,35,4,73,01/05/19,2.1,4,320
10600032,Very nice 1 bedroom house/bungalow,53894093,Rafael,Staten Island,Midland Beach,40.57411,-74.09436,Entire home/apt,100,2,0,,,1,0
10830083,Beautiful well kept private home!,56078939,Tony,Staten Island,Tottenville,40.499790000000004,-74.24084,Private room,110,2,0,,,1,364
11750272,"""Off the Beaten Path"" NYC OASIS",25059970,Jeffrey And Anna Rita,Staten Island,Clifton,40.62375,-74.07373,Entire home/apt,75,5,81,19/06/19,2.04,1,155
12230928,Villa DiGioia visit NYC via SI,65806798,Michael J,Staten Island,Tottenville,40.50708,-74.24285,Private room,100,2,0,,,1,365
12584072,Historic Gem Close to SI Ferry,68252461,Natalia,Staten Island,Clifton,40.623490000000004,-74.07596,Entire home/apt,165,1,108,20/06/19,2.78,1,298
12914239,Cherry Hill House - Plum Room,2464187,Jessica,Staten Island,St. George,40.63834,-74.08291,Private room,40,1,5,30/03/17,0.14,2,0
12966225,"1 bedroom apt, comforts of home, close to all..",71312760,Don,Staten Island,Richmondtown,40.57093,-74.12429,Entire home/apt,78,3,79,23/06/19,2.56,1,300
13222140,"Private appartment,minutes from NY citi. Fantastic loc ation, walking distance to manhattan ferry.",15523,Vadim,Staten Island,Tompkinsville,40.63342,-74.08249,Private room,72,2,25,03/09/18,0.66,2,237
13370393,Charming.,13373889,Aaron,Staten Island,Concord,40.60556,-74.08274,Entire home/apt,150,7,1,04/11/18,0.12,2,83
13427412,Stunning 1 Bedroom Apartment. 8 minutes to Ferry,3156684,Michael And Sandra,Staten Island,Tompkinsville,40.63163,-74.09297,Entire home/apt,85,2,110,27/06/19,2.97,1,248
13529652,"Enjoy whole apartment, safe, 25 min ferry to NYC",70537782,Sen & Ti,Staten Island,Tompkinsville,40.635979999999996,-74.07943,Entire home/apt,105,2,132,30/06/19,3.55,1,318
13673242,Luxurious  1 or two bed rm  private  apartment,79505257,Darryle,Staten Island,Howland Hook,40.63245,-74.17065,Entire home/apt,100,3,21,12/05/19,0.57,1,88
13743786,City Views Close to SI Ferry,80470317,Sergey,Staten Island,Clifton,40.62356,-74.07571,Entire home/apt,120,1,82,30/06/19,2.26,1,310
13882864,Pre-War 1 BR with Scenic Manhattan Views,82168970,Michael,Staten Island,St. George,40.64475,-74.07811,Private room,50,1,0,,,1,0
14024708,Your beach-side bungalow awaits!,83930029,Fianna,Staten Island,New Dorp Beach,40.564640000000004,-74.1,Entire home/apt,62,1,0,,,1,0
14462592,A cozy luxurious  bed and breakfast,79641851,Mia,Staten Island,Howland Hook,40.630140000000004,-74.17459000000001,Entire home/apt,100,4,20,24/09/18,0.57,1,363
14506086,Cute Lofted Apt.,22847606,Patricia,Staten Island,Prince's Bay,40.52211,-74.18028000000001,Entire home/apt,185,2,15,07/08/18,0.44,1,0
14569577,Come Explore the Big Apple!,90104417,Sueann,Staten Island,Tottenville,40.51133,-74.23803000000001,Entire home/apt,275,4,29,03/06/19,0.83,2,313
14588464,Spacious and Clean Get Away,90453529,Maria,Staten Island,South Beach,40.591159999999995,-74.08174,Entire home/apt,275,4,24,06/07/19,0.7,1,127
14654676,Double Twin Spacious Room In Small,17938076,Tyreq,Staten Island,Mariners Harbor,40.6363,-74.15911,Private room,200,1,0,,,1,365
14804661,"Cozy 4 beds, Free Ferry to Manhattan.",92493393,Eddie & Lois,Staten Island,West Brighton,40.63333,-74.11310999999999,Entire home/apt,125,2,96,01/07/19,2.82,5,362
14892623,Cozy Space w/ Separate Entrance,93441980,Tanya,Staten Island,South Beach,40.59385,-74.08825,Private room,80,1,38,05/05/19,1.1,1,308
15081440,Eco  private room for 4 best location to Mahanttan,92493393,Eddie & Lois,Staten Island,West Brighton,40.63215,-74.11403,Private room,69,2,56,04/01/19,1.8,5,355
15178725,2 BR Tropical Getaway near Ferry,96341353,Tony & Grace,Staten Island,St. George,40.6437,-74.07944,Entire home/apt,150,1,23,18/06/19,0.78,3,336
15207725,HugeTropical Bedrm near Ferry,96341353,Tony & Grace,Staten Island,St. George,40.640570000000004,-74.0786,Private room,110,1,20,01/07/19,0.63,3,337
15297194,Cozy Island Bedroom near Ferry,96341353,Tony & Grace,Staten Island,St. George,40.64055,-74.0784,Private room,70,1,60,16/06/19,1.84,3,336
15462051,"Private Loft-style Bedroom & En-suite in S.I., NY",99202586,Thelma,Staten Island,Randall Manor,40.63135,-74.13023000000001,Private room,79,2,21,01/07/19,0.64,5,355
15532430,Quiet room near beach in residential area.,6051934,Susan,Staten Island,Midland Beach,40.56933,-74.09493,Private room,80,1,7,04/11/18,0.22,1,358
15797728,"Modern, Ambient 1-Bedroom Apartment",28189446,Michella,Staten Island,Eltingville,40.541059999999995,-74.14666,Entire home/apt,70,5,83,01/07/19,2.56,1,291
15833574,Delightful studio apartment.,102526590,Edward,Staten Island,Castleton Corners,40.62063,-74.13001,Entire home/apt,65,2,52,30/06/19,1.95,1,40
15949915,"Quiet, Private  3.5 rooms, Manhattan convenient",103545877,Jon,Staten Island,Oakwood,40.562329999999996,-74.12673000000001,Entire home/apt,100,2,2,30/01/17,0.06,1,36
15988392,"Bright guest room Staten Island, New York",103281721,Marina,Staten Island,Stapleton,40.62903,-74.08206,Private room,49,1,17,05/09/17,0.53,1,0
16082711,Private Room Perfect for Students / SIUH / 002 LL safe area,104812805,Amarjit S,Staten Island,Concord,40.597840000000005,-74.08391,Private room,34,4,51,27/10/18,1.69,8,316
16087737,Private Room for Students/Residents/ 001LL safe area,104812805,Amarjit S,Staten Island,Arrochar,40.596790000000006,-74.083,Private room,34,4,39,27/04/19,1.39,8,347
16097336,Doctor's on Rotation (1),104927746,Amardeep,Staten Island,Concord,40.59703,-74.08676,Private room,33,4,18,04/06/19,0.83,7,322
16097690,Doctors lounge for 1 (Room 002),104927746,Amardeep,Staten Island,Concord,40.59704,-74.08716,Private room,32,4,30,22/06/19,1.2,7,342
16097822,Newly renovated Room for 1,104927746,Amardeep,Staten Island,South Beach,40.59587,-74.08614,Private room,35,4,10,22/05/19,0.34,7,323
16098175,Writers Paradise 3 NYC,104927746,Amardeep,Staten Island,Concord,40.597190000000005,-74.08754,Private room,32,4,23,05/05/19,0.87,7,312
16123943,"1BR 2nd floor, house",104661811,Elias,Staten Island,Arrochar,40.594120000000004,-74.06955,Private room,105,1,12,19/05/19,0.39,1,89
16132114,Sunny Guestroom 30 mins to Downtown Manhattan,90658585,Faye,Staten Island,Tompkinsville,40.632670000000005,-74.08369,Private room,34,3,24,10/06/19,0.78,3,159
16216301,Double Guestroom 30 mins to Downtown Manhattan,90658585,Faye,Staten Island,Tompkinsville,40.6339,-74.08513,Private room,55,3,6,07/06/19,0.22,3,88
16232783,Private 1Br aparmtent on Floor 1 of my house,6677922,Ilya,Staten Island,Great Kills,40.55616,-74.16027,Entire home/apt,51,4,29,22/06/19,0.97,1,15
16289102,"Comfy private room, great location to Manhattan",92493393,Eddie & Lois,Staten Island,West Brighton,40.632090000000005,-74.11494,Private room,55,2,30,30/06/19,0.96,5,61
16289973,Economy private room great location to Manhattan,92493393,Eddie & Lois,Staten Island,West Brighton,40.63302,-74.11395999999999,Private room,55,2,64,07/06/19,2.04,5,348
16883129,Charming Studio In Historic Home,26178075,Tricia,Staten Island,Stapleton,40.6322,-74.07789,Entire home/apt,75,2,103,05/07/19,3.52,1,73
16964141,Staten island home not far from ferry to manhattan,113449748,Gloria,Staten Island,Randall Manor,40.63552,-74.12125,Private room,100,3,0,,,1,362
17073870,South Beach Apartment Express to Manhattan,41398005,Mirco,Staten Island,Arrochar,40.593720000000005,-74.06766,Entire home/apt,60,1,25,07/07/19,0.91,3,12
17075535,"Lovely, private studio apartment near Manhattan.",114552571,John,Staten Island,St. George,40.64332,-74.08283,Entire home/apt,120,2,116,05/07/19,4.0,1,191
17257339,Contemporary. Spacious Apartment. Close to Ferry.,115259709,Paul,Staten Island,St. George,40.64508,-74.08126,Entire home/apt,180,2,59,25/06/19,2.21,1,135
17383677,"@Ferry,HUGE 2Br/3beds. Private,Renovated/Stylish..",117492425,Dine,Staten Island,St. George,40.645959999999995,-74.08059,Entire home/apt,65,4,96,01/07/19,3.42,6,147
17475711,Cherry Hill House - Blue Room,2464187,Jessica,Staten Island,St. George,40.637029999999996,-74.08423,Private room,50,1,12,18/08/17,0.42,2,0
17554298,The Sweet Pea Cottage,76840423,Kathleen,Staten Island,Huguenot,40.538709999999995,-74.16966,Entire home/apt,180,1,136,07/07/19,4.81,1,136
17716523,30 Minutes from Manhattan Apartment by South Beach,41398005,Mirco,Staten Island,Arrochar,40.59347,-74.06914,Entire home/apt,122,1,52,23/06/19,2.0,3,219
17735156,Private Cozy Large  Comfortable Bedroom.,4204783,Kevin,Staten Island,West Brighton,40.631159999999994,-74.12278,Private room,49,2,45,09/06/19,1.62,3,276
17735639,Adorable Bright Private Bedroom.,4204783,Kevin,Staten Island,West Brighton,40.63149,-74.12393,Private room,49,2,32,29/06/19,1.14,3,315
17764355,"@Ferry,Loft,2Bdrm/4bed.Private,Renovated/Stylish",1715301,Mark,Staten Island,Tompkinsville,40.63568,-74.07826,Entire home/apt,75,4,117,01/07/19,4.31,3,173
17771811,NYC pad without the NYC price tag,48331309,Ketty,Staten Island,Tompkinsville,40.631009999999996,-74.08443,Entire home/apt,95,4,54,24/09/18,2.06,1,0
